State,County,Population,% rural,FIPS,% Children in Poverty,% Unemployed,Income Ratio,% Children in Single-Parent Households,Violent Crime Rate,Injury Death Rate,Years of Potential Life Lost Rate,Median Household Income,% Enrolled in Free or Reduced Lunch,Segregation Index,% Homeowners,% Completed High School,% Some College
Alabama,Autauga,56145,42.002162321,1001,14.9,4.88427897,5.1354458777,27.604047782,272.28222006,68.573069812,8027.0,67565.0,45.48245614,24.907957471,74.623127232,88.713681986,60.721735503
Alabama,Baldwin,229287,42.279099114,1003,12.4,5.60648182,4.3864778271,18.363822438,203.66039629,74.835078875,8118.0,71135.0,46.132285288,28.948138935,76.999773936,90.471384584,65.532107563
Alabama,Barbour,24589,67.789634702,1005,37.5,7.04553395,5.9949269327,54.040597472,414.27786068,82.143056519,12876.0,38866.0,60.206153366,19.350653278,61.950225274,74.731696353,38.355754858
Alabama,Bibb,22136,68.352607462,1007,21.9,6.63194444,5.3940513578,36.70411985,89.349125982,103.34904358,11191.0,50907.0,59.142769041,45.908037304,74.776139964,80.884468631,37.770408969
Alabama,Blount,57879,89.951502041,1009,18.9,4.08742549,4.7649692755,22.558418214,482.69061089,104.7493276,10787.0,55203.0,52.401269008,30.143480312,76.076397076,82.825136887,56.266590143
Alabama,Bullock,9976,51.374381528,1011,38.7,5.50020756,8.1070646221,58.85209713,311.0273327,98.258853123,11406.0,33124.0,75.462645648,27.517585973,73.811606882,74.941037736,28.082492321
Alabama,Butler,19504,71.23215735,1013,30.8,8.84496466,5.7044203696,41.104294479,581.58400519,105.63201463,12717.0,42268.0,79.844173442,29.892479149,73.274176568,86.353111433,37.121370378
Alabama,Calhoun,113469,33.696825557,1015,16.7,7.05017301,4.7555305953,30.980934184,756.06654427,92.519581559,11826.0,50259.0,59.959337787,41.353138141,70.380507942,85.07351172,57.976260921
Alabama,Chambers,32865,49.148034488,1017,26.2,6.79483139,4.4609294674,31.786074672,528.99973623,101.02217706,11059.0,39318.0,70.983754513,32.819479794,67.243410396,82.583820622,54.364278507
Alabama,Cherokee,26294,85.736273039,1019,23.3,4.60349171,4.4754098361,20.44453344,330.43879198,98.382832196,11395.0,50388.0,61.098280729,41.137449973,78.22997416,82.824008776,53.271889401
Alabama,Chilton,44397,86.74472424,1021,21.0,4.9714169,4.4054654626,25.803089169,507.81072095,88.240884038,10342.0,52693.0,64.627761461,36.676672369,75.134189032,81.80943853,42.353044703
Alabama,Choctaw,12418,100.0,1023,28.9,6.66522398,5.3818082789,43.916797488,128.41466262,97.200012542,12128.0,41649.0,75.281803543,42.103421828,81.613508443,82.694591385,64.167916042
Alabama,Clarke,23291,75.98033523,1025,28.7,9.01016862,6.9139695293,36.155339806,475.31243598,98.903677876,14428.0,44178.0,70.584894946,22.602731081,72.519575244,82.613901694,42.65437788
Alabama,Clay,13112,100.0,1027,23.8,4.02761795,5.2982527428,25.191956124,309.06721281,103.78905251,12553.0,44763.0,64.945652174,24.22720624,76.596157578,81.261338171,37.089678511
Alabama,Cleburne,14967,100.0,1029,19.5,4.56684678,4.8320038806,17.507418398,103.33333333,111.12896315,10529.0,50134.0,54.549035053,31.527934044,77.377892031,82.188271019,50.379008746
Alabama,Coffee,53230,47.195082886,1031,20.6,4.39028928,4.9553143374,30.087705051,276.20804419,70.611441356,9298.0,54203.0,47.844914401,33.426560197,67.801112726,85.646705254,63.427431274
Alabama,Colbert,55411,43.894686558,1033,20.9,6.5795059,4.6734459142,32.157477572,400.00735646,77.335570715,11071.0,54185.0,54.936740263,23.770040835,71.610772125,85.694910049,55.528386949
Alabama,Conecuh,11851,80.949501058,1035,35.1,7.30845661,4.2762477518,50.922654103,387.40920097,106.45441294,15564.0,34664.0,66.342710997,20.67253226,74.721919302,84.95354634,45.765230312
Alabama,Coosa,10650,100.0,1037,28.8,5.51001821,3.9552998954,33.125354509,254.8321954,112.43745666,13476.0,46509.0,63.853904282,49.635602598,81.075697211,83.166284265,44.101479915
Alabama,Covington,36930,69.651793989,1039,22.6,4.86422357,5.2419498839,27.072989076,331.12142449,89.480634989,12059.0,43544.0,55.876188941,35.549893117,74.271423808,85.344762194,51.999522502
Alabama,Crenshaw,13681,100.0,1041,25.6,5.70925956,5.7170605984,34.824902724,331.90736097,95.567686538,12024.0,45927.0,64.161849711,14.135359965,76.671323089,78.820735233,49.584487535
Alabama,Cullman,84515,73.239559237,1043,17.4,4.30696946,4.2971788296,18.79320508,129.39228552,97.613388624,10570.0,51844.0,50.711658404,46.234169748,74.792802445,82.263618208,55.15679614
Alabama,Dale,48959,50.888539532,1045,26.1,4.87204249,5.0341649189,30.117605447,436.72141878,81.453455459,10384.0,48493.0,61.86440678,29.930037954,58.644679206,85.314122069,59.624669055
Alabama,Dallas,36098,45.638977636,1047,42.3,10.73944866,5.8279407077,63.994328098,924.56116843,115.81170379,15053.0,37679.0,83.209219858,54.483312625,56.661691219,83.948303463,54.637631063
Alabama,DeKalb,71658,90.130644504,1049,20.2,4.51587715,4.5595983589,20.487271052,312.33068808,103.06015857,10883.0,47156.0,66.167664671,31.538551094,73.108287502,78.025504078,50.535050072
Alabama,Elmore,82158,54.18836614,1051,16.6,4.8525396,4.2575718544,23.002807906,238.67666368,75.844689648,9205.0,62524.0,48.991310918,31.499310841,75.182922736,87.263609556,54.682342302
Alabama,Escambia,36281,63.511573893,1053,26.1,5.97799765,5.4977224415,42.189586115,446.24531575,116.85971964,13083.0,41212.0,66.6604233,29.023319935,66.452710541,80.352488036,37.75257732
Alabama,Etowah,102371,37.483481758,1055,22.9,7.67606326,4.7220363412,34.13203601,603.96261974,96.202818177,12211.0,47872.0,55.650572293,60.551386915,72.965303753,85.328586469,56.155170343
Alabama,Franklin,31507,70.366515266,1059,22.9,4.42318358,4.3332124916,32.639593909,264.23443643,87.699787106,10961.0,40448.0,44.746580853,54.825735451,71.053825905,78.676854444,42.765766918
Alabama,Geneva,26411,89.641657335,1061,32.0,4.0978311,5.0148783476,27.144089733,413.57112113,84.828562989,12682.0,39882.0,58.368883312,15.59855164,75.245932652,81.811857877,47.780234734
Alabama,Greene,7990,100.0,1063,43.5,10.87893864,5.2376313276,69.988674972,669.34404284,85.187168379,14803.0,33609.0,84.18972332,20.809640482,68.565135305,80.92926491,50.375505488
Alabama,Hale,14670,89.168781726,1065,30.0,9.41563786,6.6349781695,51.171646163,208.55807264,93.482001328,13406.0,41836.0,66.841892438,28.507564616,75.664845173,80.664471715,49.758745476
Alabama,Henry,17223,87.752860941,1067,23.5,4.79894335,5.6840860587,23.637390568,197.37229718,83.771582818,10034.0,51126.0,55.142405063,29.717573037,83.450274558,80.473227444,51.46230212
Alabama,Houston,106580,33.804051326,1069,23.4,5.38634108,5.1209960839,32.785667107,487.78848416,71.729460069,9505.0,54391.0,62.810522811,41.726094573,65.928513975,86.873996404,58.682208313
Alabama,Jackson,51582,77.017303248,1071,23.4,5.26707531,4.8440700733,25.198083656,316.98494808,94.59788178,11395.0,46606.0,57.600313684,22.892004635,77.237688418,83.461807989,49.812091503
Alabama,Jefferson,655342,9.833765145,1073,20.1,6.22711318,5.3080170713,36.342311844,872.75002018,107.86975312,11420.0,57802.0,54.051166199,60.066244248,63.248054405,90.514998478,69.451822423
Alabama,Lamar,13764,100.0,1075,21.3,4.85165794,5.9070810846,27.7869122,162.21172156,101.04363642,9967.0,40204.0,58.289703316,22.174253789,72.811223584,82.956167176,48.606610499
Alabama,Lauderdale,93368,49.295106192,1077,19.9,5.53528416,4.5606983548,25.855554947,268.60320916,80.286614581,9011.0,52293.0,45.626384056,42.357278023,68.052345961,88.61583111,58.277248084
Alabama,Lawrence,32857,91.289787123,1079,21.9,4.89452064,4.6828507361,23.724775785,260.45300219,103.01094946,12573.0,48924.0,58.694718763,35.070194481,78.416062465,80.782872527,52.810707457
Alabama,Lee,166831,27.409498955,1081,16.8,5.20750622,6.2699955066,26.886491503,415.63740099,63.855160318,7312.0,58963.0,43.911133217,30.9052981,63.366320331,90.365000252,74.195203882
Alabama,Limestone,102228,57.609142084,1083,14.3,4.25779849,4.616934239,18.381508203,160.12374188,60.271801054,7851.0,70850.0,44.330891955,35.683706793,76.785332315,85.27083885,60.753888803
Alabama,Lowndes,9641,100.0,1085,38.1,13.32969134,5.4717661783,52.052322959,671.01922379,126.56956303,16605.0,37499.0,96.174863388,29.390229393,75.077142179,82.196749855,42.492155984
Alabama,Macon,17895,55.54726832,1087,39.3,9.58700236,5.3626648161,52.875399361,734.31241656,110.72514112,14740.0,37736.0,97.422126745,54.128935532,64.765542677,83.565202816,54.098805646
Alabama,Madison,379453,16.441514765,1089,13.5,4.62917964,5.1252323938,26.792551666,610.72315915,73.602505098,8359.0,67810.0,36.624621882,40.665977818,67.703854169,91.668052553,75.020969462
Alabama,Marengo,18733,69.315641794,1091,30.2,6.24517126,6.5208769076,49.943782325,449.41524948,99.258175739,15174.0,43198.0,67.700534759,28.411531864,69.769302574,85.443378119,50.642424242
Alabama,Marion,29703,88.854951911,1093,23.6,5.07135185,4.9890918316,21.923324742,295.8973336,85.231467189,11966.0,44333.0,49.670474517,35.507817467,75.857385399,81.095929004,58.127853881
Alabama,Marshall,96990,53.268687042,1095,24.6,4.16713721,4.5313333947,26.792704256,286.26908241,87.394762141,10517.0,51417.0,60.816128511,32.710537373,72.897622099,83.324523491,53.895738698
Alabama,Mobile,412716,20.020242523,1097,27.3,7.92164793,5.2329367564,35.883129473,548.14738002,86.102121661,10973.0,50871.0,68.061287574,50.692695395,64.07522357,87.302489323,59.31305457
Alabama,Monroe,20459,79.044563898,1099,29.9,8.16162697,7.1190053286,44.2666082,492.30914187,97.035655847,13663.0,38812.0,69.065618385,38.65049322,67.863354037,83.46606766,34.90034662
Alabama,Montgomery,224639,10.491230059,1101,28.4,7.81303978,5.2960069004,44.000453652,531.7145579,73.281923881,10524.0,49607.0,69.815675693,49.86209725,57.633140061,87.327942474,65.337005886
Alabama,Morgan,119883,38.597372165,1103,20.1,4.47206234,4.5315138853,24.074751317,180.73324863,89.35741457,10859.0,55688.0,52.495369675,44.88249668,72.20832974,84.045280828,54.172347968
Alabama,Perry,8687,100.0,1105,44.2,10.85248763,4.6749516708,66.718506998,381.4147018,94.168144888,16198.0,33712.0,90.492359932,42.315744592,78.280254777,78.350515464,41.981132075
Alabama,Pickens,19793,100.0,1107,31.2,6.51436031,5.7418464304,44.438801422,166.21551028,93.848903266,10619.0,41870.0,72.497965826,29.860264112,75.928081749,82.851383289,49.940167531
Alabama,Pike,32966,51.679382352,1109,28.3,4.93732412,6.2749161239,42.098507942,564.40203486,72.904302559,11573.0,43141.0,70.207967928,23.148981533,63.512820513,87.353702745,62.943735092
Alabama,Randolph,22920,81.342469341,1111,27.3,4.74824729,5.4673393838,27.8078203,196.49835515,97.634775572,11567.0,46679.0,64.699483274,34.627010568,79.214326979,81.923341462,47.759694595
Alabama,Russell,58237,35.4089939,1113,31.7,5.14893617,5.2422158309,43.001215936,504.99623939,106.50216462,11474.0,40821.0,67.550070807,34.121049298,60.454123407,85.277494908,64.511512134
Alabama,St. Clair,90739,72.796765279,1115,14.6,4.94866939,4.024506719,18.316930112,299.39947706,95.696144524,9846.0,61973.0,43.252067915,26.463144737,80.436441325,85.76402259,57.714629638
Alabama,Shelby,221428,22.944870185,1117,8.2,3.85977834,3.905225056,16.39949461,263.62287755,59.496007651,6125.0,88444.0,31.665921038,25.536837762,80.372975383,93.207976128,77.700360818
Alabama,Sumter,12225,100.0,1119,42.0,6.97576396,6.4123701515,55.628865979,435.48017419,109.40225147,14936.0,32275.0,80.169286578,25.985753403,62.875816993,85.268381873,58.264997842
Alabama,Talladega,79985,55.815338251,1121,23.9,7.0093846,5.1304713333,36.19928401,468.57277443,100.76032793,12311.0,44802.0,68.229994701,32.515327931,71.491131344,81.805384794,53.541477215
Alabama,Tallapoosa,40133,74.226259131,1123,26.3,6.93573668,5.0660965111,41.574107249,638.9143409,101.28208295,11407.0,46654.0,61.972547026,36.411047567,74.870102084,81.216793416,48.434043544
Alabama,Tuscaloosa,210758,25.508075785,1125,17.4,6.60229696,5.1873837791,34.414170811,401.7177234,65.200486702,9049.0,56610.0,54.515719912,49.836951622,62.931484481,89.51962731,64.5651552
Alabama,Walker,63143,74.087999642,1127,23.0,5.81259798,4.8183356244,29.220411056,449.85017832,114.90294302,15734.0,46519.0,54.156072756,29.602443924,77.924528302,81.660318172,56.180378473
Alabama,Washington,15976,100.0,1129,22.9,8.01010551,7.2316,26.76056338,243.10453495,113.460295,10228.0,36346.0,62.108479756,35.598191744,89.451114923,85.853964837,57.585335019
Alabama,Wilcox,10206,100.0,1131,29.4,14.73354232,5.9278246728,63.614649682,644.66684699,120.95783485,17713.0,31909.0,94.093959732,34.064949757,69.931835395,79.277620397,41.256366723
Alabama,Winston,23508,84.892174481,1133,22.8,4.7419387,4.8106546855,28.60686234,107.48016191,97.190764342,10680.0,46453.0,53.865847414,32.559491823,80.316271328,78.439699808,51.27294257
Alaska,Anchorage,287095,4.1171794151,2020,9.0,7.3932557,3.8403610001,19.720918396,1006.6571953,88.74841435,8016.0,84577.0,43.498542274,32.261291117,62.224922876,93.992565442,71.793923915
Alaska,Juneau,31849,21.544364508,2110,11.9,6.60192989,3.4315367644,16.224145519,714.15574964,86.605440566,6632.0,89204.0,29.291005291,20.847014445,64.598540146,96.235679214,72.986289632
Alaska,Ketchikan Gateway,13747,23.187653039,2130,9.8,9.61656442,4.4210622991,23.259705489,358.29234226,95.419847328,6148.0,76780.0,39.720646006,20.198286761,63.879977354,93.880288958,61.103486138
Alaska,North Slope,9294,59.331919406,2185,14.0,5.90625,4.5221316533,30.499597099,809.23663729,117.80267019,9547.0,94759.0,31.468531469,13.916629876,46.810647916,88.718280265,54.305799649
Alaska,Sitka,8405,20.876027474,2220,7.9,6.89738625,3.6596348552,20.157215048,100.63174372,76.630131897,6245.0,79363.0,53.153704838,16.631386469,60.778275476,95.245874857,73.073803731
Arizona,Apache,71875,74.061075533,4001,44.4,12.78039119,8.0368286988,38.408105708,108.96799672,203.16515773,18660.0,36319.0,63.370420104,91.717318728,79.674494304,81.452408621,54.170324846
Arizona,Cochise,127450,36.30106741,4003,20.7,6.97567074,4.5635895313,29.093259464,333.03112998,91.807416898,7810.0,51171.0,54.017190797,27.615918383,69.094801343,88.67388623,65.705117492
Arizona,Coconino,142481,31.46606557,4005,17.3,9.69048884,4.9317615735,32.074027691,357.25313629,112.45680828,9532.0,57146.0,42.376642336,58.348298782,60.774032969,90.989633987,71.555555556
Arizona,Gila,54303,41.061999739,4007,26.2,7.71610815,4.6275068767,27.760074977,574.25517398,162.66382438,15821.0,49280.0,57.189856066,64.009151097,75.18536607,87.259687972,52.198680792
Arizona,Graham,39211,46.437399248,4009,16.3,6.33205603,4.5051752147,24.40737489,108.85999395,83.165520308,8828.0,55419.0,46.429579452,65.218031995,71.492774057,85.283975238,51.281813975
Arizona,Greenlee,9341,46.568685552,4011,9.0,5.47822182,3.1237854072,21.70212766,40.783034258,78.075543364,7439.0,67530.0,41.392136026,28.131688758,51.047040971,85.159937074,54.53100159
Arizona,La Paz,21480,56.327785641,4012,26.3,7.08319412,5.3737466514,41.701244813,264.0,173.98952239,16354.0,41637.0,66.92,69.039210224,71.807010475,80.451807229,37.428493598
Arizona,Maricopa,4579081,2.3637996949,4013,16.0,7.39230272,4.2627338877,24.842585928,408.91278239,82.541257349,7004.0,71799.0,48.906266914,33.122943738,63.157383842,88.385466591,66.603549889
Arizona,Mohave,217206,22.963643811,4015,25.5,9.97712496,4.1497571131,30.826795749,221.32486208,129.16283839,10549.0,46678.0,56.058093146,36.967993693,70.433455366,86.411016662,51.304753029
Arizona,Navajo,112112,54.138242329,4017,31.5,10.13632203,5.2063989591,35.491293746,280.6343814,164.17389038,16595.0,46698.0,61.342319573,80.128673688,69.691809042,83.842709753,52.305020524
Arizona,Pima,1061175,7.5234911447,4019,20.0,7.72352724,4.7219564749,29.690666072,470.11635898,98.428574789,8320.0,56551.0,50.826470762,34.1448755,64.033853926,89.027163063,68.182956646
Arizona,Pinal,480828,21.904622508,4021,14.6,7.53634717,4.0486520101,23.173798539,220.88403588,69.523454007,7261.0,66992.0,57.249645338,34.367754001,77.423114495,87.056500169,53.795511989
Arizona,Santa Cruz,46808,26.883171658,4023,25.5,11.42621854,4.4707191261,25.692075831,140.32005827,65.513287991,6336.0,44402.0,76.524148852,26.702546007,67.811078572,77.859044794,56.173375808
Arizona,Yavapai,240226,33.197177693,4025,15.2,7.48422676,4.2912700107,21.68784029,299.58178042,126.09297807,8558.0,58860.0,51.524120869,30.724206936,72.602103808,91.841781352,60.643653795
Arizona,Yuma,217824,10.42957635,4027,20.5,17.13208316,4.5404409983,30.056923857,330.44589467,67.934268391,7985.0,54278.0,70.140042725,20.272647671,68.637435678,74.560108053,55.214548505
Arkansas,Arkansas,17383,34.707397865,5001,21.8,4.01188707,5.7492609017,28.755258599,472.89628709,102.45555568,11869.0,51186.0,85.061946903,29.357910054,65.871089536,85.995145631,51.864244742
Arkansas,Ashley,19339,51.681691301,5003,24.4,9.29585305,5.187992651,25.25943917,320.91965034,88.161335243,11534.0,44677.0,65.818584071,22.116301182,77.216174184,85.159867696,50.694112015
Arkansas,Baxter,42242,65.84202539,5005,24.0,5.93538238,3.6890480317,20.027548209,182.38793547,98.938571634,9851.0,44833.0,60.295245399,24.628179873,76.60596999,88.775510204,62.619077861
Arkansas,Benton,288774,25.160048613,5007,12.5,4.45023747,3.9549097602,17.877795583,274.52575313,58.749672189,6155.0,78678.0,40.758312577,28.885791814,65.925487402,89.572802006,64.284638176
Arkansas,Boone,37625,62.198195269,5009,19.8,5.26516113,4.2055722892,17.414466675,551.20743862,83.8576663,9167.0,48153.0,58.346999016,39.654006,72.026856345,88.239099003,59.538443697
Arkansas,Bradley,10639,49.59158846,5011,28.4,5.83675331,4.8202350244,32.185227708,261.40255994,101.55283517,14028.0,41578.0,100.0,18.547836507,63.09945665,83.328901888,42.011212334
Arkansas,Calhoun,5113,100.0,5013,22.3,5.15251443,4.8665996402,24.948240166,211.17296986,130.92029265,12529.0,50865.0,73.166368515,9.0535873679,83.523375143,83.965014577,50.042122999
Arkansas,Carroll,28276,72.833928441,5015,20.6,5.66527658,4.6680172459,11.946614583,336.59124863,103.93752358,10595.0,45397.0,73.432012042,31.956769531,75.097030418,86.318545748,41.594424613
Arkansas,Chicot,9924,54.279661017,5017,36.7,10.33846154,5.9328722539,42.230902778,366.78138018,94.12035881,13801.0,35992.0,100.0,54.821023847,66.683119447,78.191051331,47.147950089
Arkansas,Clark,22103,54.377038487,5019,22.0,5.89435259,4.9945914168,33.952823445,329.47836278,62.817452483,8860.0,46464.0,61.58392435,24.34303071,59.021113244,88.936627282,55.920017973
Arkansas,Clay,14375,58.857178387,5021,24.3,6.03370176,5.1011318733,29.531051965,221.23893805,119.54410226,11723.0,43723.0,68.246051538,29.096039688,67.371834466,83.54043204,54.542798715
Arkansas,Cleburne,24935,75.521755872,5023,20.9,7.61166321,4.0876839441,21.344537815,367.18504555,111.0835844,11259.0,49964.0,63.375,37.243063194,78.147399375,86.570589805,42.078727943
Arkansas,Cleveland,7957,100.0,5025,19.3,6.08804246,4.9532590051,27.631578947,95.277794319,96.596819735,9676.0,57697.0,59.713261649,14.350496429,77.917981073,89.535086192,53.241758242
Arkansas,Columbia,23331,57.486151841,5027,25.5,6.84855849,5.6048364745,27.41633756,316.84489192,75.51780608,11041.0,44925.0,65.642615558,37.760353044,68.826868496,86.805888394,57.881388997
Arkansas,Conway,21037,70.516617308,5029,22.9,6.00571973,5.0980878786,26.003783897,210.99547189,80.285203628,9977.0,47049.0,89.402985075,25.043807397,70.262631021,86.581096849,53.205398566
Arkansas,Craighead,112245,32.168223718,5031,23.4,5.32855222,4.739682391,31.103840577,431.20608197,70.209617982,9014.0,51797.0,70.75710098,41.402777807,56.998317655,89.44631255,61.905839015
Arkansas,Crawford,63409,51.961322399,5033,20.4,5.43955213,4.2451266844,25.658789252,380.19415898,70.718442292,8737.0,54534.0,64.157407407,37.729426466,75.649283191,84.51130288,54.21686747
Arkansas,Crittenden,47616,20.887195002,5035,35.0,8.25121411,5.2354218881,45.786431396,1274.2625512,106.65652465,13358.0,47545.0,88.727825646,45.875701274,56.810893223,83.728989215,56.199770379
Arkansas,Cross,16142,56.787912703,5037,33.3,6.08969963,4.3650617522,37.82278481,664.31748599,110.66071665,12963.0,40587.0,67.824216349,45.642960381,66.428136419,81.413841314,48.974549049
Arkansas,Dallas,6802,52.63676688,5039,32.3,5.3319209,4.9270798586,33.301251203,597.36380754,86.45935016,12408.0,34649.0,89.821029083,38.262446423,70.588235294,87.150837989,50.311418685
Arkansas,Desha,11110,31.419126691,5041,34.0,7.00996053,4.2427779211,43.974272173,730.14190661,86.77090745,13137.0,37421.0,100.0,24.063533841,62.008302036,80.095830096,41.339491917
Arkansas,Drew,17977,48.608784915,5043,24.2,6.90815006,6.1014713343,26.130389064,361.86573717,86.129827086,11482.0,46787.0,71.725293132,23.700718402,67.156930762,86.687865246,64.59566075
Arkansas,Faulkner,126919,38.760299195,5045,13.3,5.4489154,4.640128774,21.045133943,361.23582836,67.189106064,8424.0,57367.0,48.945169713,35.732380737,62.351688807,92.062055591,66.224614195
Arkansas,Franklin,17897,82.604137931,5047,19.9,5.60310243,6.0971157357,18.116658428,427.00227547,93.3234388,11537.0,47256.0,61.689777491,34.571992737,72.582821166,86.081458368,61.027190332
Arkansas,Fulton,12381,92.919559004,5049,27.7,5.13809911,4.8166168559,18.292205249,183.62849914,99.502487562,10344.0,39839.0,76.600698487,36.527070958,82.548863183,84.428603252,60.60475162
Arkansas,Garland,99789,36.903274181,5051,22.7,7.96913924,4.4819110607,32.539762942,644.64141821,122.35471136,11824.0,46459.0,68.108848865,41.477061019,67.149073486,89.357323619,62.394618834
Arkansas,Grant,18449,75.029406822,5053,15.2,5.18122111,5.6443580887,23.668783586,254.38256926,87.768379247,8833.0,62077.0,52.272005084,20.849747793,76.28032345,90.191630817,54.193548387
Arkansas,Greene,45597,41.506296032,5055,21.4,5.95372751,4.3802375297,27.804655408,379.01637852,84.994112387,9090.0,53821.0,71.823484656,44.012853491,66.930118838,89.002768257,49.843074052
Arkansas,Hempstead,21253,55.769826175,5057,27.1,5.20170958,4.3266969209,34.87654321,628.47746266,70.135934515,10015.0,42790.0,88.667992048,39.307318696,68.49382716,84.001950132,58.448060075
Arkansas,Hot Spring,33787,65.969079367,5059,22.5,5.78014184,4.3729747708,25.202118762,230.12552301,108.20001546,10833.0,49582.0,65.831942126,54.490137617,79.472632841,87.462191838,51.659418631
Arkansas,Howard,13109,67.517586482,5061,24.9,4.9882523,4.0643402982,38.602088167,153.55230141,79.690859609,11059.0,40566.0,78.592964824,27.329053259,67.406564219,86.015740846,48.845913911
Arkansas,Independence,37757,68.584058722,5063,19.0,5.75284943,4.1864844557,21.103171059,496.48940056,76.091352191,9052.0,50834.0,66.275362319,46.933746705,72.719022688,85.553924874,61.009328987
Arkansas,Izard,13613,100.0,5065,27.3,8.42672414,4.3061860258,16.568047337,221.24723441,97.124525414,11824.0,41787.0,64.854682454,32.979989409,78.110364488,81.989559165,50.894085282
Arkansas,Jackson,16636,65.060843474,5067,29.6,7.14651202,4.7051154086,33.689205219,692.10139285,100.56553323,12163.0,40789.0,61.731207289,22.705035786,70.036853068,83.236043739,46.853439264
Arkansas,Jefferson,65377,30.916252341,5069,24.7,8.0443828,5.1903165736,50.12744835,1008.8679351,110.17952782,13723.0,40588.0,84.176446783,59.118339205,61.922643635,87.404968702,48.2651352
Arkansas,Johnson,26513,71.366483947,5071,23.6,6.30434783,4.0490134009,24.918440267,243.57966206,79.208817073,10174.0,39439.0,76.526117055,27.485834601,72.487745098,79.830343326,40.49481245
Arkansas,Lafayette,6596,100.0,5073,29.5,7.64147047,5.46781054,49.840764331,178.27854239,80.330844069,10753.0,40007.0,85.3188929,25.654973501,78.157349896,78.978793494,48.778625954
Arkansas,Lawrence,16410,63.560149297,5075,26.1,6.14500442,4.1195995503,25.235980011,226.87244395,129.68125076,12090.0,41188.0,75.43971858,27.020215604,68.863912515,83.65248227,57.825630252
Arkansas,Lee,8513,63.507290867,5077,45.4,7.48663102,7.2944733113,41.682013505,293.51184346,111.50509578,14584.0,32502.0,100.0,48.767457822,58.026233604,78.204343836,37.343053868
Arkansas,Lincoln,12944,100.0,5079,23.2,5.97287428,4.4003716007,17.280071813,154.85450879,104.94437948,10916.0,47903.0,65.672630881,38.411434841,77.848804892,79.30619611,28.094481036
Arkansas,Little River,12180,68.521752335,5081,24.4,6.44382544,5.2075914801,39.234972678,144.27122991,103.93828664,11153.0,47125.0,67.245005258,26.335163961,77.928949358,89.767016903,53.49948788
Arkansas,Logan,21410,71.019549949,5083,22.2,6.64279113,3.8782889753,20.580589255,379.99907317,93.408676834,11040.0,43577.0,89.318497914,28.489278088,75.16449336,86.658411002,51.944167498
Arkansas,Lonoke,73921,44.812452455,5085,14.2,5.53800298,4.2955567832,23.504956828,340.31158036,82.783944833,9191.0,59623.0,47.457505558,33.089230603,71.09265927,89.88612158,57.45629071
Arkansas,Madison,16644,100.0,5087,25.2,3.87157696,4.4877935244,23.251517551,187.53973299,90.1208106,9047.0,45144.0,64.599686028,28.35826468,80.314309347,84.530676455,39.326997174
Arkansas,Marion,16790,100.0,5089,27.6,6.44696849,3.9988366682,21.423819029,342.15961284,103.66566617,11023.0,39888.0,86.494392979,14.120647314,79.502746459,86.053482685,55.273698264
Arkansas,Miller,43177,40.011964475,5091,24.4,6.87341968,5.4923670819,42.091388401,537.36952462,80.809193882,11643.0,43634.0,83.127828937,54.271494654,65.751062388,85.668456421,55.656836461
Arkansas,Mississippi,40066,36.267211704,5093,28.0,9.03035218,5.2607737242,40.427689188,987.16908698,125.63421116,16100.0,47892.0,81.473820297,52.349864884,57.637008963,82.052803322,45.934729296
Arkansas,Monroe,6584,68.977788686,5095,36.5,6.68871738,5.9348850292,53.707553708,370.99494098,142.28055402,17644.0,35833.0,100.0,24.013513553,61.750154607,78.857837181,41.835357625
Arkansas,Montgomery,9006,100.0,5097,28.3,6.80979537,4.37047324,19.587628866,218.50759314,127.47685289,10745.0,42751.0,77.495769882,34.959077934,84.241770103,83.063678195,44.247787611
Arkansas,Nevada,8099,69.178615094,5099,27.8,5.85915493,4.65886131,30.363036304,194.30792091,96.61369016,10041.0,41854.0,100.0,7.8854768679,69.479297365,89.518810149,42.197935641
Arkansas,Newton,7602,100.0,5101,29.8,4.99075786,4.9040520556,19.268451992,316.07560528,110.47168842,11372.0,40698.0,82.07306712,6.6698148576,83.811748999,85.965848453,59.288256228
Arkansas,Ouachita,23167,56.351454824,5103,27.9,6.0278994,4.9890690248,45.574636724,619.67042308,88.891898985,12522.0,46374.0,71.531676022,18.406064773,70.92863919,86.199549522,56.213138092
Arkansas,Perry,10327,100.0,5105,22.7,5.53963706,4.4134365788,22.765673633,518.59099804,98.810400279,8815.0,46317.0,63.382072473,15.755128389,79.72972973,89.308517864,60.260586319
Arkansas,Phillips,17299,47.966171807,5107,37.0,9.05966885,6.2142796932,61.146907216,1191.9390514,152.22211192,17709.0,35167.0,100.0,34.723927472,46.078561037,81.574539363,61.172254927
Arkansas,Pike,10643,100.0,5109,24.6,5.8988764,4.5226095777,15.367871136,141.74668496,87.699656665,9044.0,43133.0,72.165427509,18.166453324,74.448398577,85.046604527,58.635039534
Arkansas,Poinsett,23283,71.13859171,5111,28.9,5.49450549,4.4312470365,31.065559286,347.70361568,116.84403423,14333.0,36150.0,94.431731503,28.368469966,62.778300408,80.716491662,42.857142857
